170,Asian Symposium on Computer Mathematics,ASCM,ERA2010,C,No,0802,,
113,"American Society for Heating, Refrigeration and Air Conditioning",ASHRAE,ERA2010,A,No,1202,,
61,"Asia Conference on Information, Computer and Communications Security",AsiaCCS,ERA2010,B,Yes,0803,,
1243,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,ERA2010,A,Yes,0804,,
166,Asian Computing Science Conference,ASIAN,ERA2010,B,No,08,,
268,Australian Symposium on Information Visualisation,ASIV,ERA2010,B,Yes,0801,,
1444,International Workshop on Abstract State Machines,ASM(W),ERA2010,C,No,0802,,
162,Asia and South Pacific Design Automation Conference,ASPDAC,ERA2010,C,No,1006,,
147,Architectural Support for Programming Languages and Operating Systems,ASPLOS,ERA2010,A,Yes,0803,,
1557,ISCA Tutorial and Research Workshop Automatic Speech Recognition,ASR,ERA2010,C,No,0801,,
595,IEEE Automatic Speech Recognition and Understanding Workshop,ASRU,ERA2010,C,No,0801,,
281,Automation of Software Test,AST,ERA2010,C,No,0804,,
266,Australian Software Engineering Conference,ASWEC,ERA2010,B,Yes,0803,,
921,International Conference on Advanced and Trusted Computing (was International Conference on Autonomic and Trusted Computing),ATC,ERA2010,C,No,0803,,
1871,"Workshop on Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",ATMOS,ERA2010,C,No,0802,,
232,Australasian Transport Research Forum,ATRF,ERA2010,A,No,1205,0905,
1357,International Symposium on Automated Technology for Verification and Analysis,ATVA,ERA2010,A,Yes,0803,,
270,Australian Universities Building Education Association Annual Conference,AUBEA,ERA2010,B,No,1202,,
