"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","Document Type","Publication Stage","Open Access","Source","EID"
"Chuquín S.; Cuenca E.","Chuquín, Shirley (57467597200); Cuenca, Erick (57200372107)","57467597200; 57200372107","Computerized Tomography Images Processing Using Artificial Intelligence Techniques","2022","Lecture Notes in Networks and Systems","405 LNNS","","","205","218","13","1","10.1007/978-3-030-96043-8_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125286724&doi=10.1007%2f978-3-030-96043-8_16&partnerID=40&md5=4d2ad8eaa548603a6ba17d5dff5d2cde","Springer Science and Business Media Deutschland GmbH","","16th Multidisciplinary International Congress on Science and Technology, CIT 2021","14 June 2021 through 18 June 2021","Quito","272029","Conference paper","Final","","Scopus","2-s2.0-85125286724"
