"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","Document Type","Publication Stage","Open Access","Source","EID"
"Memarian B.; Doleck T.","Memarian, Bahar (57211123917); Doleck, Tenzin (56426560500)","57211123917; 56426560500","Data science pedagogical tools and practices: A systematic literature review","2024","Education and Information Technologies","29","7","","8179","8201","22","8","10.1007/s10639-023-12102-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168684070&doi=10.1007%2fs10639-023-12102-y&partnerID=40&md5=8ad9bda9e078f75b135353a4090e8b0d","Springer","","","","","","Article","Final","","Scopus","2-s2.0-85168684070"
